CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_Senior,AgeGroup_Young,TenureGroup_Low,TenureGroup_Medium,Exited
-0.32646533424129914,0.2935181999218632,-1.0417276298891067,-1.2260086171219107,-0.9115966525698475,0.022007538642065595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.44027007358713377,0.19815448718741915,-1.3875296196720825,0.1172736895414293,-0.9115966525698475,0.2166628332834733,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.5369339254651766,0.2935181999218632,1.0330843088087485,1.333053596227937,2.5271322627624606,0.24081697871384664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.5012054973647708,0.007427061718531051,-1.3875296196720825,-1.2260086171219107,0.8077678050963065,-0.10880227313744695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.063434192021228,0.3888819126563072,-1.0417276298891067,0.7856936719093004,-0.9115966525698475,-0.3651707233290541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.057472313969326394,0.4842456253907513,1.0330843088087485,0.5972824984690068,0.8077678050963065,0.8638060870756644,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.7737494009591035,1.0564279017974156,0.6872823190257725,-1.2260086171219107,0.8077678050963065,-1.5654317172839571,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-2.8405154852447367,-0.9462100656259094,-0.35012365032315496,0.617974158256169,4.246496720428615,0.3349876964947914,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.5472798108602523,0.4842456253907513,-0.35012365032315496,1.0508027580115862,0.8077678050963065,-0.4372267618932588,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.3460172164386327,-0.18330036375035705,-1.0417276298891067,0.9314383146125998,-0.9115966525698475,-0.49313070800172687,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.2679409051932038,-0.7554826401570213,0.3414803292427967,0.4091274543614572,0.8077678050963065,-0.3460938540787155,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.5886633524405558,-1.4230286292981296,-0.6959256401061308,-1.2260086171219107,0.8077678050963065,-0.412020190684841,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
-1.8059269457371492,-0.46939150195368917,1.7246882883747001,-1.2260086171219107,0.8077678050963065,-1.2837499230108789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.0506773118966104,-1.3276649165636856,-0.004321660540179137,-1.2260086171219107,0.8077678050963065,1.5785423081178644,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-0.16093116792008513,-0.3740277892192451,0.6872823190257725,-1.2260086171219107,0.8077678050963065,-0.5935403351744276,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.3575029904265268,0.5796093381251953,-0.6959256401061308,1.0680865192550701,0.8077678050963065,-0.621788020395807,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.025294769191280604,1.819337603672968,-1.3875296196720825,0.8993660496050774,-0.9115966525698475,-1.651773931483274,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1
-1.0506773118966104,-1.4230286292981296,1.3788862985917243,-1.2260086171219107,0.8077678050963065,-1.4898975610748961,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.6575336668837272,0.6034502663088064,0.3414803292427967,-1.2260086171219107,-0.9115966525698475,1.0190632349434787,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.7805444030318195,-1.4230286292981296,0.3414803292427967,-1.2260086171219107,0.8077678050963065,-0.7887854890754399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.8426197154022748,0.19815448718741915,1.0330843088087485,-1.2260086171219107,0.8077678050963065,1.231241453568767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.15058528252500927,-0.627695265092866,1.0330843088087485,-1.2260086171219107,0.8077678050963065,0.6690195000577822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.4541668423045695,-0.087936651015913,-0.35012365032315496,-1.2260086171219107,-0.9115966525698475,0.3274518618795297,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.1908289355124946,0.6749730508596393,-0.6959256401061308,-1.2260086171219107,0.8077678050963065,-1.5928213937827869,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
2.0220506504409244,-0.087936651015913,-0.004321660540179137,-1.2260086171219107,-0.9115966525698475,1.5221712741640845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.7609925208344859,-1.3276649165636856,-0.6959256401061308,-1.2260086171219107,0.8077678050963065,0.42474316468807033,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0909209648840956,-0.23670404288164593,-1.0417276298891067,0.9668886658634935,-0.9115966525698475,1.2165607052154819,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.8230678332049411,0.4842456253907513,1.3788862985917243,-1.2260086171219107,0.8077678050963065,-1.0720758323318154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.7920301770197136,0.3888819126563072,-0.6959256401061308,1.0395567889861597,-0.9115966525698475,0.0018102498134150763,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-2.4784094964170813,-0.9462100656259094,-1.7333316094550584,-0.26917530555813207,0.8077678050963065,-0.8103629998803527,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
-0.6161501253034236,0.007427061718531051,-0.6959256401061308,-1.2260086171219107,2.5271322627624606,0.7023020305454749,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.2162114782178244,-0.27866407648480107,0.6872823190257725,0.14137741518306474,-0.9115966525698475,0.9851028532193657,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.009293770316307,0.19815448718741915,1.3788862985917243,0.5388882162271246,0.8077678050963065,-0.3162237080990484,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.3507079883538107,0.2935181999218632,0.3414803292427967,-1.2260086171219107,0.8077678050963065,-1.1420311928724278,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7391608614515159,-0.9462100656259094,1.3788862985917243,-1.2260086171219107,0.8077678050963065,0.7294941598394369,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.8162728311322252,0.5796093381251953,-1.7333316094550584,0.9259913188404079,-0.9115966525698475,-1.256587008444397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.661084550206087,-0.7554826401570213,-0.6959256401061308,1.1022395545990629,-0.9115966525698475,0.24316806868727078,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.5875234638477378,-0.5647552146881333,0.6872823190257725,0.0009214104417254091,-0.9115966525698475,-0.028343174684499595,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
2.063434192021228,-0.27866407648480107,0.6872823190257725,-1.2260086171219107,-0.9115966525698475,-1.0306961271079873,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.7092630938591065,0.19815448718741915,0.3414803292427967,-0.09843881917018518,0.8077678050963065,1.3562364911965519,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.8473104873174528,0.1027907744529751,-0.35012365032315496,-1.2260086171219107,-0.9115966525698475,-0.5204588248962227,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
-1.919731685082984,1.1517916145318596,1.0330843088087485,0.7377936399377957,-0.9115966525698475,1.4122941624186667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.9782561141310793,2.1054287418763002,-1.0417276298891067,0.6560026323588666,-0.9115966525698475,-0.10311235716626065,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.897900025700014,0.9610641890629715,-1.0417276298891067,0.879998953526172,-0.9115966525698475,1.639544919760415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.09771596695681173,2.1054287418763002,-0.004321660540179137,1.2732736831465246,-0.9115966525698475,1.0130390885781417,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1.2978386727856133,-0.6601189274225773,-0.35012365032315496,0.5278062148533861,0.8077678050963065,0.45968206588559035,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.8461705987246346,-1.1369374910947976,1.3788862985917243,0.5698726528358163,-0.9115966525698475,0.34127112356651745,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.14023939712993339,0.007427061718531051,1.3788862985917243,0.9833681361234303,-0.9115966525698475,0.3050064302123862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.0403314265015344,-0.087936651015913,-1.0417276298891067,0.4311606676624272,-0.9115966525698475,-0.16007585883745595,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.2978386727856133,-0.18330036375035705,-1.0417276298891067,0.43721673193551175,0.8077678050963065,1.6349081251560227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.49085961196969496,0.4842456253907513,1.7246882883747001,0.6390772598438021,0.8077678050963065,1.703772106948617,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.6782254376738789,-0.27866407648480107,-0.004321660540179137,1.1149136289778974,0.8077678050963065,-0.2375220146217978,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
